,year,protest_time
6172,2014,0
6173,2015,1
6174,2016,0
6175,2017,0
6176,2018,1
6177,2019,0
6178,2020,0
10617,1990,1
10618,1990,1
10619,1990,1
10620,1991,0
10621,1992,0
10622,1993,0
10623,1994,0
10624,1995,0
10625,1996,1
10626,1996,1
10627,1996,1
10628,1996,1
10629,1997,1
10630,1997,1
10631,1998,0
10632,1999,0
10633,2000,0
10634,2001,0
10635,2002,0
10636,2003,1
10637,2004,0
10638,2005,1
10639,2006,1
10640,2006,1
10641,2006,1
10642,2006,1
10643,2006,1
10644,2007,1
10645,2008,2
10646,2009,1
10647,2010,0
10648,2011,1
10649,2011,1
10650,2012,0
10651,2013,0
10652,2014,0
10653,2015,0
10654,2016,0
10655,2017,0
10656,2018,3
10657,2019,0
10658,2020,0
11193,1990,1
11194,1990,1
11195,1990,1
11196,1990,1
11197,1990,1
11198,1990,1
11199,1990,1
11200,1990,1
11201,1990,7
11202,1990,1
11203,1990,1
11204,1990,1
11205,1990,1
11206,1990,1
11207,1990,1
11208,1990,1
11209,1990,1
11210,1990,1
11211,1990,3
11212,1990,1
11213,1990,1
11214,1990,1
11215,1990,1
11216,1990,1
11217,1990,1
11218,1991,2
11219,1991,1
11220,1991,1
11221,1991,1
11222,1991,31
11223,1991,1
11224,1991,1
11225,1991,1
11226,1991,1
11227,1991,1
11228,1991,1
11229,1991,1
11230,1991,1
11231,1992,1
11232,1992,1
11233,1992,1
11234,1992,7
11235,1992,1
11236,1992,1
11237,1992,1
11238,1992,1
11239,1992,1
11240,1992,1
11241,1992,1
11242,1992,1
11243,1992,1
11244,1992,1
11245,1992,1
11246,1992,1
11247,1992,2
11248,1992,1
11249,1992,1
11250,1993,3
11251,1993,1
11252,1993,2
11253,1993,1
11254,1993,1
11255,1993,1
11256,1993,1
11257,1993,1
11258,1993,1
11259,1993,4
11260,1993,1
11261,1994,1
11262,1994,1
11263,1994,3
11264,1994,4
11265,1994,1
11266,1994,1
11267,1994,1
11268,1994,1
11269,1994,5
11270,1994,1
11271,1994,1
11272,1994,4
11273,1994,1
11274,1994,1
11275,1994,1
11276,1995,1
11277,1995,1
11278,1995,1
11279,1995,1
11280,1995,1
11281,1996,1
11282,1996,1
11283,1996,1
11284,1996,1
11285,1996,1
11286,1996,1
11287,1996,1
11288,1997,1
11289,1997,1
11290,1998,1
11291,1998,1
11292,1999,0
11293,2000,1
11294,2000,1
11295,2001,1
11296,2001,1
11297,2001,1
11298,2001,1
11299,2001,1
11300,2002,1
11301,2002,1
11302,2003,1
11303,2003,1
11304,2003,1
11305,2004,1
11306,2004,4
11307,2005,1
11308,2005,1
11309,2006,1
11310,2007,1
11311,2007,1
11312,2007,1
11313,2008,1
11314,2008,1
11315,2008,1
11316,2008,1
11317,2009,1
11318,2009,1
11319,2009,1
11320,2009,1
11321,2009,1
11322,2010,1
11323,2010,1
11324,2010,1
11325,2011,1
11326,2011,1
11327,2012,1
11328,2012,1
11329,2012,1
11330,2013,1
11331,2013,1
11332,2013,1
11333,2013,1
11334,2013,1
11335,2014,1
11336,2014,1
11337,2014,1
11338,2014,1
11339,2015,1
11340,2015,8
11341,2015,1
11342,2015,1
11343,2015,2
11344,2015,1
11345,2015,1
11346,2015,1
11347,2016,1
11348,2016,1
11349,2016,1
11350,2016,3
11351,2016,1
11352,2016,4
11353,2016,1
11354,2016,1
11355,2016,1
11356,2016,40
11357,2017,1
11358,2017,1
11359,2017,1
11360,2017,1
11361,2017,1
11362,2017,1
11363,2017,1
11364,2018,4
11365,2019,1
11366,2019,1
11367,2019,1
11368,2019,1
11369,2020,1
14672,1990,1
14673,1990,1
14674,1990,1
14675,1990,1
14676,1990,2
14677,1990,14
14678,1990,1
14679,1990,2
14680,1990,1
14681,1990,4
14682,1990,3
14683,1990,1
14684,1990,1
14685,1990,1
14686,1990,2
14687,1990,1
14688,1990,1
14689,1990,1
14690,1990,1
14691,1990,2
14692,1990,1
14693,1990,1
14694,1990,1
14695,1990,1
14696,1990,1
14697,1991,1
14698,1991,1
14699,1991,11
14700,1991,1
14701,1991,1
14702,1991,1
14703,1991,1
14704,1991,1
14705,1991,1
14706,1991,2
14707,1991,1
14708,1991,1
14709,1991,2
14710,1991,1
14711,1991,1
14712,1991,1
14713,1991,1
14714,1991,2
14715,1992,1
14716,1992,1
14717,1992,1
14718,1992,1
14719,1992,2
14720,1992,1
14721,1992,7
14722,1992,1
14723,1992,1
14724,1992,1
14725,1993,1
14726,1993,1
14727,1993,1
14728,1993,1
14729,1993,2
14730,1993,1
14731,1993,1
14732,1993,2
14733,1994,1
14734,1994,1
14735,1994,1
14736,1994,1
14737,1994,1
14738,1994,1
14739,1994,1
14740,1994,2
14741,1994,1
14742,1995,1
14743,1995,1
14744,1995,1
14745,1995,1
14746,1995,2
14747,1995,1
14748,1995,2
14749,1996,1
14750,1996,1
14751,1996,1
14752,1996,1
14753,1996,1
14754,1996,1
14755,1996,8
14756,1996,3
14757,1996,1
14758,1997,1
14759,1997,1
14760,1997,3
14761,1997,2
14762,1997,1
14763,1997,1
14764,1997,1
14765,1997,1
14766,1997,1
14767,1997,1
14768,1997,1
14769,1997,1
14770,1997,1
14771,1997,1
14772,1997,1
14773,1997,1
14774,1998,1
14775,1998,1
14776,1998,1
14777,1998,1
14778,1998,2
14779,1998,1
14780,1998,2
14781,1998,1
14782,1998,1
14783,1998,1
14784,1998,2
14785,1998,1
14786,1999,1
14787,1999,1
14788,1999,1
14789,1999,1
14790,1999,1
14791,1999,1
14792,1999,4
14793,1999,1
14794,1999,1
14795,1999,1
14796,1999,1
14797,1999,3
14798,1999,1
14799,1999,5
14800,1999,2
14801,1999,1
14802,1999,1
14803,1999,1
14804,1999,1
14805,2000,1
14806,2000,1
14807,2000,1
14808,2000,1
14809,2000,1
14810,2000,1
14811,2000,1
14812,2000,1
14813,2000,1
14814,2000,1
14815,2000,1
14816,2000,1
14817,2000,2
14818,2000,1
14819,2000,1
14820,2000,1
14821,2000,1
14822,2000,1
14823,2000,1
14824,2000,1
14825,2000,1
14826,2000,5
14827,2000,1
14828,2000,1
14829,2000,1
14830,2000,1
14831,2000,1
14832,2000,5
14833,2001,1
14834,2001,1
14835,2001,1
14836,2001,1
14837,2001,1
14838,2001,1
14839,2001,3
14840,2001,1
14841,2001,1
14842,2001,1
14843,2001,1
14844,2001,1
14845,2001,1
14846,2001,1
14847,2001,1
14848,2001,1
14849,2002,3
14850,2002,28
14851,2002,1
14852,2002,1
14853,2002,1
14854,2002,1
14855,2002,1
14856,2002,1
14857,2002,1
14858,2002,1
14859,2002,2
14860,2002,1
14861,2002,1
14862,2003,1
14863,2003,1
14864,2003,1
14865,2003,1
14866,2003,1
14867,2003,1
14868,2003,1
14869,2003,2
14870,2003,1
14871,2003,1
14872,2003,1
14873,2003,1
14874,2003,1
14875,2003,1
14876,2003,1
14877,2003,1
14878,2003,1
14879,2003,14
14880,2003,1
14881,2003,1
14882,2003,1
14883,2003,1
14884,2003,1
14885,2003,1
14886,2003,1
14887,2003,1
14888,2004,1
14889,2004,1
14890,2004,1
14891,2004,1
14892,2004,1
14893,2004,7
14894,2004,3
14895,2004,1
14896,2004,1
14897,2004,1
14898,2004,1
14899,2004,1
14900,2004,1
14901,2004,1
14902,2004,1
14903,2004,1
14904,2004,1
14905,2004,1
14906,2004,1
14907,2004,1
14908,2004,1
14909,2004,1
14910,2004,1
14911,2004,1
14912,2004,1
14913,2004,1
14914,2004,1
14915,2004,1
14916,2004,1
14917,2004,1
14918,2004,1
14919,2005,1
14920,2005,1
14921,2005,1
14922,2005,1
14923,2005,1
14924,2005,1
14925,2005,1
14926,2005,1
14927,2005,1
14928,2005,1
14929,2005,1
14930,2005,1
14931,2005,1
14932,2005,1
14933,2005,1
14934,2006,1
14935,2006,4
14936,2006,1
14937,2006,1
14938,2006,1
14939,2006,1
14940,2006,1
14941,2006,1
14942,2006,1
14943,2006,1
14944,2006,1
14945,2006,1
14946,2006,1
14947,2006,1
14948,2006,1
14949,2006,1
14950,2006,1
14951,2007,1
14952,2007,1
14953,2007,1
14954,2007,1
14955,2007,1
14956,2007,1
14957,2007,1
14958,2007,1
14959,2007,4
14960,2007,1
14961,2007,1
14962,2008,1
14963,2008,1
14964,2008,1
14965,2008,1
14966,2008,1
14967,2008,3
14968,2008,1
14969,2008,1
14970,2008,1
14971,2008,1
14972,2008,1
14973,2008,1
14974,2008,1
14975,2008,1
14976,2009,5
14977,2009,1
14978,2009,1
14979,2009,1
14980,2009,2
14981,2009,1
14982,2009,1
14983,2009,1
14984,2009,1
14985,2010,1
14986,2011,32
14987,2011,1
14988,2011,1
14989,2012,0
14990,2013,0
14991,2014,1
14992,2014,1
14993,2014,1
14994,2014,1
14995,2015,1
14996,2015,1
14997,2015,1
14998,2015,1
14999,2015,1
15000,2015,1
15001,2015,1
15002,2015,1
15003,2015,1
15004,2015,1
15005,2015,1
15006,2016,40
15007,2016,1
15008,2016,135
15009,2017,1
15010,2017,11
15011,2017,1
15012,2018,1
15013,2018,1
15014,2018,1
15015,2018,1
15016,2018,1
15017,2019,1
15018,2019,1
15019,2020,1
10691,2011,0
10692,2012,2
10693,2013,0
10694,2014,0
10695,2015,0
10696,2016,0
10697,2017,0
10698,2018,0
10699,2019,0
10700,2020,0
4524,1990,1
4525,1990,1
4526,1990,1
4527,1990,4
4528,1991,1
4529,1991,1
4530,1991,1
4531,1992,1
4532,1992,1
4533,1992,1
4534,1992,1
4535,1992,1
4536,1993,1
4537,1994,1
4538,1994,1
4539,1995,1
4540,1995,1
4541,1995,1
4542,1995,1
4543,1995,1
4544,1996,1
4545,1996,1
4546,1996,1
4547,1996,1
4548,1996,1
4549,1997,1
4550,1997,1
4551,1997,1
4552,1997,1
4553,1998,0
4554,1999,1
4555,1999,1
4556,1999,1
4557,2000,1
4558,2000,4
4559,2000,1
4560,2001,1
4561,2001,1
4562,2001,1
4563,2001,1
4564,2001,1
4565,2002,1
4566,2002,1
4567,2002,1
4568,2002,1
4569,2002,1
4570,2003,1
4571,2003,1
4572,2003,4
4573,2004,1
4574,2004,1
4575,2005,1
4576,2005,1
4577,2005,4
4578,2005,1
4579,2006,0
4580,2007,1
4581,2007,1
4582,2007,1
4583,2008,1
4584,2008,2
4585,2009,1
4586,2009,1
4587,2009,1
4588,2010,1
4589,2010,1
4590,2010,1
4591,2011,27
4592,2011,1
4593,2011,1
4594,2012,1
4595,2012,1
4596,2012,3
4597,2012,1
4598,2012,1
4599,2012,1
4600,2012,1
4601,2012,1
4602,2012,1
4603,2012,2
4604,2012,1
4605,2012,1
4606,2012,7
4607,2012,1
4608,2012,1
4609,2012,1
4610,2012,1
4611,2012,1
4612,2012,1
4613,2012,1
4614,2013,1
4615,2013,1
4616,2013,1
4617,2013,1
4618,2013,1
4619,2014,1
4620,2014,1
4621,2014,4
4622,2014,1
4623,2014,1
4624,2014,1
4625,2014,1
4626,2014,1
4627,2014,1
4628,2015,1
4629,2016,1
4630,2016,12
4631,2016,1
4632,2016,1
4633,2016,1
4634,2016,1
4635,2016,1
4636,2016,5
4637,2017,1
4638,2017,1
4639,2017,1
4640,2017,1
4641,2017,1
4642,2017,1
4643,2017,1
4644,2017,2
4645,2017,1
4646,2017,1
4647,2017,1
4648,2017,2
4649,2017,1
4650,2017,2
4651,2017,2
4652,2017,1
4653,2017,1
4654,2017,1
4655,2017,1
4656,2017,1
4657,2017,1
4658,2017,1
4659,2017,1
4660,2017,1
4661,2018,11
4662,2018,1
4663,2018,1
4664,2018,1
4665,2018,1
4666,2018,1
4667,2018,1
4668,2018,1
4669,2018,1
4670,2018,1
4671,2018,1
4672,2018,1
4673,2018,1
4674,2018,1
4675,2018,1
4676,2019,1
4677,2019,1
4678,2019,1
4679,2019,1
4680,2019,1
4681,2019,1
4682,2019,1
4683,2019,1
4684,2019,1
4685,2019,1
4686,2019,1
4687,2019,1
4688,2019,1
4689,2019,1
4690,2019,1
4691,2019,1
4692,2019,1
4693,2020,0
15969,1990,0
15970,1991,0
15971,1992,1
15972,1992,1
15973,1992,1
15974,1992,1
15975,1993,1
15976,1994,1
15977,1994,1
15978,1994,1
15979,1995,1
15980,1996,1
15981,1997,1
15982,1997,1
15983,1998,1
15984,1999,1
15985,1999,1
15986,1999,1
15987,2000,3
15988,2001,5
15989,2001,1
15990,2001,1
15991,2001,1
15992,2001,1
15993,2002,0
15994,2003,1
15995,2003,1
15996,2004,0
15997,2005,1
15998,2005,1
15999,2005,1
16000,2005,1
16001,2005,11
16002,2006,0
16003,2007,0
16004,2008,0
16005,2009,1
16006,2010,1
16007,2010,1
16008,2010,1
16009,2011,0
16010,2012,1
16011,2012,1
16012,2013,1
16013,2013,1
16014,2013,1
16015,2013,1
16016,2013,1
16017,2013,1
16018,2014,1
16019,2014,1
16020,2014,1
16021,2014,1
16022,2014,1
16023,2014,1
16024,2014,1
16025,2014,1
16026,2014,1
16027,2014,1
16028,2014,4
16029,2014,1
16030,2014,1
16031,2014,1
16032,2014,1
16033,2014,1
16034,2014,1
16035,2014,1
16036,2014,1
16037,2014,1
16038,2014,1
16039,2014,1
16040,2014,1
16041,2015,1
16042,2015,1
16043,2015,35
16044,2016,1
16045,2017,0
16046,2018,2
16047,2018,1
16048,2019,1
16049,2019,1
16050,2019,2
16051,2019,1
16052,2020,0
12350,1990,0
12351,1991,0
12352,1992,0
12353,1993,0
12354,1994,0
12355,1995,2
12356,1996,3
12357,1997,0
12358,1998,0
12359,1999,0
12360,2000,0
12361,2001,0
12362,2002,0
12363,2003,0
12364,2004,0
12365,2005,2
12366,2005,4
12367,2006,0
12368,2007,0
12369,2008,0
12370,2009,1
12371,2009,1
12372,2009,1
12373,2009,1
12374,2010,0
12375,2011,1
12376,2012,2
12377,2012,1
12378,2012,1
12379,2012,1
12380,2012,1
12381,2013,15
12382,2014,1
12383,2014,1
12384,2014,1
12385,2014,1
12386,2014,1
12387,2014,1
12388,2014,1
12389,2014,1
12390,2015,0
12391,2016,1
12392,2016,1
12393,2016,1
12394,2016,1
12395,2017,0
12396,2018,2
12397,2018,1
12398,2018,1
12399,2018,1
12400,2018,1
12401,2018,1
12402,2018,1
12403,2018,1
12404,2018,1
12405,2019,1
12406,2019,1
12407,2019,1
12408,2019,2
12409,2019,1
12410,2019,1
12411,2019,1
12412,2019,1
12413,2019,1
12414,2019,1
12415,2019,1
12416,2019,1
12417,2019,1
12418,2019,1
12419,2019,1
12420,2019,1
12421,2019,1
12422,2019,1
12423,2019,54
12424,2019,1
12425,2019,1
12426,2019,1
12427,2019,1
12428,2019,1
12429,2019,1
12430,2019,1
12431,2019,1
12432,2019,1
12433,2020,0
1599,1990,1
1600,1990,3
1601,1990,11
1602,1990,1
1603,1991,0
1604,1992,0
1605,1993,1
1606,1994,6
1607,1994,5
1608,1994,1
1609,1994,1
1610,1995,22
1611,1996,0
1612,1997,0
1613,1998,66
1614,1998,3
1615,1998,4
1616,1998,1
1617,1998,1
1618,1998,45
1619,1998,1
1620,1998,2
1621,1998,1
1622,1999,34
1623,1999,1
1624,1999,1
1625,1999,1
1626,1999,1
1627,1999,1
1628,1999,1
1629,1999,1
1630,1999,1
1631,1999,2
1632,1999,1
1633,1999,1
1634,1999,1
1635,2000,0
1636,2001,0
1637,2002,2
1638,2002,5
1639,2002,1
1640,2002,1
1641,2003,1
1642,2004,23
1643,2005,2
1644,2006,0
1645,2007,1
1646,2007,1
1647,2007,2
1648,2007,1
1649,2007,1
1650,2008,1
1651,2008,1
1652,2009,1
1653,2010,22
1654,2011,2
1655,2012,1
1656,2013,0
1657,2014,0
1658,2015,0
1659,2016,0
1660,2017,30
1661,2018,0
1662,2019,0
1663,2020,0
11705,1990,1
11706,1991,0
11707,1992,0
11708,1993,0
11709,1994,0
11710,1995,2
11711,1996,1
11712,1996,1
11713,1996,1
11714,1996,1
11715,1996,1
11716,1996,1
11717,1996,1
11718,1996,1
11719,1996,1
11720,1996,1
11721,1997,1
11722,1997,1
11723,1997,1
11724,1997,1
11725,1997,1
11726,1997,1
11727,1997,1
11728,1997,1
11729,1998,1
11730,1999,0
11731,2000,1
11732,2000,1
11733,2000,1
11734,2000,1
11735,2000,1
11736,2001,1
11737,2002,1
11738,2002,1
11739,2002,2
11740,2003,2
11741,2003,1
11742,2003,1
11743,2003,4
11744,2004,1
11745,2004,1
11746,2004,1
11747,2004,1
11748,2005,1
11749,2005,1
11750,2005,1
11751,2005,1
11752,2005,1
11753,2005,1
11754,2006,1
11755,2006,1
11756,2007,1
11757,2007,1
11758,2008,3
11759,2008,1
11760,2008,1
11761,2008,1
11762,2008,1
11763,2008,1
11764,2009,1
11765,2009,1
11766,2010,1
11767,2010,1
11768,2010,1
11769,2011,1
11770,2011,1
11771,2011,2
11772,2011,1
11773,2011,1
11774,2011,1
11775,2011,4
11776,2011,3
11777,2011,1
11778,2011,1
11779,2011,1
11780,2011,1
11781,2012,1
11782,2012,1
11783,2012,1
11784,2012,3
11785,2012,1
11786,2012,1
11787,2012,1
11788,2012,2
11789,2012,2
11790,2012,1
11791,2012,1
11792,2012,1
11793,2012,1
11794,2012,1
11795,2013,1
11796,2013,1
11797,2013,1
11798,2013,1
11799,2013,1
11800,2014,0
11801,2015,0
11802,2016,0
11803,2017,0
11804,2018,1
11805,2018,1
11806,2018,1
11807,2018,1
11808,2019,1
11809,2019,1
11810,2019,1
11811,2019,1
11812,2020,0
8169,1990,0
8170,1991,0
8171,1992,1
8172,1993,0
8173,1994,0
8174,1995,0
8175,1996,0
8176,1997,0
8177,1998,0
8178,1999,0
8179,2000,2
8180,2001,0
8181,2002,0
8182,2003,0
8183,2004,0
8184,2005,0
8185,2006,0
8186,2007,0
8187,2008,1
8188,2009,1
8189,2010,1
8190,2010,1
8191,2011,0
8192,2012,0
8193,2013,6
8194,2014,0
8195,2015,0
8196,2016,1
8197,2016,1
8198,2017,1
8199,2017,1
8200,2018,1
8201,2018,1
8202,2019,1
8203,2019,1
8204,2019,1
8205,2020,0
4490,1990,1
4491,1991,1
4492,1992,0
4493,1993,0
4494,1994,0
4495,1995,0
4496,1996,0
4497,1997,1
4498,1998,0
4499,1999,0
4500,2000,0
4501,2001,0
4502,2002,0
4503,2003,0
4504,2004,0
4505,2005,0
4506,2006,0
4507,2007,0
4508,2008,0
4509,2009,0
4510,2010,0
4511,2011,0
4512,2012,0
4513,2013,0
4514,2014,1
4515,2015,0
4516,2016,0
4517,2017,0
4518,2018,0
4519,2019,1
4520,2019,1
4521,2019,1
4522,2020,1
4523,2020,1
12968,1990,0
12969,1991,1
12970,1992,0
12971,1993,1
12972,1994,0
12973,1995,0
12974,1996,0
12975,1997,0
12976,1998,0
12977,1999,0
12978,2000,0
12979,2001,0
12980,2002,0
12981,2003,0
12982,2004,1
12983,2004,1
12984,2004,14
12985,2005,0
12986,2006,0
12987,2007,0
12988,2008,0
12989,2009,0
12990,2010,0
12991,2011,1
12992,2011,1
12993,2011,627
12994,2012,0
12995,2013,0
12996,2014,1
12997,2014,1
12998,2014,1
12999,2014,1
13000,2015,1
13001,2016,47
13002,2016,1
13003,2017,1
13004,2018,0
13005,2019,1
13006,2020,0
14490,1990,1
14491,1990,28
14492,1990,9
14493,1990,1
14494,1990,1
14495,1990,1
14496,1990,1
14497,1990,1
14498,1990,2
14499,1990,1
14500,1990,1
14501,1991,2
14502,1991,1
14503,1991,1
14504,1991,1
14505,1991,1
14506,1991,1
14507,1992,1
14508,1992,1
14509,1992,1
14510,1992,6
14511,1992,1
14512,1992,27
14513,1992,1
14514,1992,1
14515,1992,1
14516,1993,1
14517,1993,1
14518,1993,1
14519,1993,1
14520,1993,1
14521,1994,1
14522,1994,1
14523,1994,1
14524,1994,1
14525,1994,1
14526,1994,1
14527,1995,1
14528,1995,1
14529,1995,1
14530,1996,1
14531,1996,1
14532,1996,1
14533,1996,4
14534,1996,4
14535,1997,1
14536,1997,1
14537,1997,1
14538,1997,1
14539,1997,1
14540,1998,1
14541,1998,1
14542,1998,1
14543,1998,1
14544,1998,1
14545,1999,1
14546,1999,1
14547,1999,1
14548,1999,1
14549,1999,1
14550,2000,5
14551,2000,1
14552,2000,1
14553,2000,1
14554,2000,1
14555,2001,1
14556,2001,1
14557,2001,1
14558,2002,1
14559,2002,1
14560,2002,1
14561,2002,1
14562,2002,1
14563,2002,1
14564,2003,1
14565,2003,1
14566,2003,1
14567,2003,1
14568,2004,1
14569,2004,5
14570,2004,1
14571,2004,1
14572,2004,1
14573,2004,1
14574,2004,1
14575,2004,1
14576,2004,1
14577,2005,1
14578,2006,1
14579,2006,1
14580,2006,1
14581,2006,1
14582,2006,1
14583,2006,1
14584,2006,1
14585,2006,1
14586,2006,18
14587,2006,6
14588,2006,1
14589,2006,1
14590,2006,1
14591,2007,1
14592,2007,1
14593,2007,1
14594,2008,1
14595,2008,1
14596,2008,65
14597,2008,1
14598,2009,1
14599,2009,1
14600,2009,1
14601,2009,1
14602,2009,1
14603,2009,1
14604,2009,1
14605,2009,1
14606,2010,1
14607,2010,1
14608,2010,1
14609,2010,1
14610,2010,1
14611,2010,2
14612,2010,1
14613,2011,0
14614,2012,0
14615,2013,1
14616,2014,24
14617,2014,1
14618,2014,2
14619,2014,1
14620,2015,1
14621,2015,1
14622,2015,1
14623,2015,1
14624,2015,2
14625,2015,1
14626,2016,1
14627,2016,1
14628,2016,1
14629,2017,1
14630,2017,1
14631,2018,1
14632,2018,1
14633,2018,1
14634,2018,1
14635,2018,1
14636,2018,1
14637,2018,1
14638,2019,1
14639,2020,0
13734,1990,3
13735,1990,1
13736,1991,13
13737,1992,7
13738,1992,2
13739,1992,1
13740,1993,0
13741,1994,0
13742,1995,4
13743,1996,1
13744,1996,1
13745,1996,5
13746,1996,2
13747,1996,1
13748,1996,1
13749,1996,1
13750,1996,1
13751,1997,3
13752,1997,9
13753,1998,0
13754,1999,0
13755,2000,0
13756,2001,0
13757,2002,0
13758,2003,0
13759,2004,0
13760,2005,0
13761,2006,0
13762,2007,0
13763,2008,1
13764,2008,1
13765,2008,1
13766,2008,1
13767,2009,0
13768,2010,1
13769,2010,1
13770,2011,1
13771,2012,1
13772,2012,1
13773,2012,3
13774,2012,1
13775,2013,1
13776,2013,1
13777,2013,1
13778,2014,1
13779,2015,0
13780,2016,0
13781,2017,0
13782,2018,0
13783,2019,0
13784,2020,0
10417,1990,0
10418,1991,0
10419,1992,1
10420,1993,1
10421,1993,1
10422,1994,1
10423,1995,0
10424,1996,0
10425,1997,0
10426,1998,1
10427,1998,1
10428,1999,0
10429,2000,1
10430,2000,1
10431,2001,2
10432,2001,1
10433,2001,1
10434,2002,1
10435,2002,2
10436,2002,1
10437,2003,0
10438,2004,1
10439,2004,1
10440,2005,2
10441,2006,0
10442,2007,0
10443,2008,0
10444,2009,1
10445,2009,1
10446,2010,1
10447,2010,1
10448,2010,1
10449,2010,1
10450,2010,1
10451,2011,1
10452,2011,1
10453,2011,1
10454,2011,1
10455,2011,1
10456,2011,1
10457,2011,1
10458,2011,1
10459,2012,1
10460,2012,1
10461,2012,1
10462,2013,0
10463,2014,0
10464,2015,0
10465,2016,0
10466,2017,1
10467,2017,1
10468,2018,0
10469,2019,0
10470,2020,0
16268,1990,0
16269,1991,1
16270,1992,1
16271,1992,1
16272,1992,5
16273,1992,3
16274,1993,1
16275,1993,1
16276,1994,1
16277,1994,1
16278,1995,0
16279,1996,0
16280,1997,84
16281,1997,1
16282,1997,1
16283,1997,5
16284,1997,29
16285,1998,1
16286,1998,6
16287,1998,1
16288,1998,1
16289,1998,4
16290,1999,1
16291,1999,2
16292,1999,4
16293,2000,1
16294,2000,21
16295,2000,3
16296,2000,1
16297,2000,5
16298,2000,1
16299,2000,1
16300,2001,4
16301,2001,1
16302,2001,1
16303,2001,1
16304,2001,1
16305,2001,215
16306,2001,1
16307,2001,1
16308,2001,1
16309,2001,1
16310,2001,1
16311,2002,1
16312,2002,1
16313,2002,1
16314,2002,1
16315,2002,28
16316,2002,1
16317,2002,1
16318,2002,1
16319,2003,29
16320,2003,1
16321,2003,1
16322,2003,1
16323,2003,1
16324,2003,1
16325,2003,1
16326,2003,1
16327,2004,1
16328,2004,1
16329,2004,79
16330,2004,1
16331,2004,1
16332,2004,1
16333,2004,1
16334,2004,1
16335,2004,1
16336,2004,1
16337,2004,1
16338,2004,1
16339,2004,1
16340,2005,1
16341,2005,1
16342,2005,1
16343,2005,1
16344,2005,93
16345,2005,1
16346,2005,1
16347,2005,1
16348,2005,1
16349,2005,1
16350,2005,3
16351,2005,1
16352,2006,2
16353,2006,1
16354,2006,1
16355,2006,2
16356,2006,1
16357,2006,2
16358,2006,1
16359,2006,12
16360,2006,1
16361,2006,1
16362,2006,1
16363,2006,1
16364,2006,1
16365,2006,1
16366,2006,1
16367,2006,1
16368,2006,1
16369,2006,1
16370,2006,1
16371,2006,2
16372,2007,2
16373,2007,1
16374,2007,1
16375,2007,1
16376,2007,1
16377,2007,1
16378,2007,1
16379,2007,1
16380,2007,1
16381,2007,1
16382,2007,7
16383,2007,45
16384,2007,1
16385,2007,1
16386,2007,1
16387,2007,1
16388,2007,1
16389,2007,3
16390,2007,1
16391,2007,1
16392,2008,1
16393,2008,43
16394,2008,3
16395,2008,1
16396,2008,1
16397,2008,2
16398,2008,5
16399,2008,4
16400,2008,1
16401,2008,1
16402,2008,3
16403,2008,1
16404,2008,1
16405,2008,1
16406,2008,2
16407,2008,9
16408,2008,2
16409,2008,2
16410,2009,1
16411,2009,1
16412,2009,1
16413,2009,8
16414,2009,7
16415,2009,1
16416,2009,1
16417,2009,1
16418,2009,1
16419,2009,1
16420,2009,1
16421,2009,1
16422,2009,1
16423,2010,1
16424,2010,1
16425,2010,1
16426,2010,1
16427,2010,68
16428,2010,1
16429,2010,1
16430,2010,1
16431,2010,1
16432,2010,1
16433,2010,1
16434,2010,1
16435,2011,1
16436,2011,7
16437,2011,1
16438,2011,1
16439,2012,1
16440,2012,21
16441,2012,32
16442,2012,1
16443,2012,1
16444,2013,1
16445,2013,4
16446,2013,1
16447,2013,1
16448,2013,1
16449,2013,1
16450,2013,2
16451,2013,1
16452,2013,2
16453,2013,1
16454,2013,1
16455,2013,1
16456,2013,3
16457,2013,2
16458,2013,1
16459,2013,1
16460,2013,1
16461,2013,1
16462,2013,1
16463,2013,1
16464,2013,1
16465,2013,1
16466,2013,1
16467,2014,1
16468,2014,2
16469,2014,1
16470,2014,1
16471,2014,1
16472,2014,1
16473,2014,1
16474,2014,1
16475,2014,1
16476,2014,1
16477,2014,13
16478,2014,1
16479,2014,1
16480,2014,1
16481,2014,1
16482,2014,1
16483,2015,3
16484,2015,1
16485,2015,1
16486,2015,1
16487,2015,1
16488,2015,1
16489,2015,1
16490,2015,1
16491,2015,1
16492,2015,4
16493,2015,1
16494,2015,1
16495,2015,1
16496,2015,1
16497,2015,1
16498,2015,1
16499,2016,3
16500,2016,3
16501,2016,1
16502,2016,1
16503,2017,24
16504,2017,3
16505,2017,1
16506,2017,1
16507,2017,1
16508,2018,27
16509,2018,1
16510,2018,21
16511,2018,1
16512,2018,1
16513,2018,1
16514,2018,1
16515,2018,1
16516,2019,1
16517,2019,1
16518,2019,1
16519,2019,1
16520,2020,1
16521,2020,1
16522,2020,1
16523,2020,1
16524,2020,1
17073,2002,1
17074,2003,0
17075,2004,1
17076,2004,2
17077,2005,2
17078,2006,8
17079,2006,1
17080,2007,4
17081,2008,3
17082,2009,0
17083,2010,0
17084,2011,1
17085,2012,1
17086,2012,1
17087,2013,0
17088,2014,0
17089,2015,0
17090,2016,0
17091,2017,0
17092,2018,1
17093,2019,0
17094,2020,0
9351,1990,1
9352,1991,1
9353,1991,1
9354,1991,1
9355,1991,1
9356,1991,1
9357,1991,1
9358,1991,1
9359,1991,1
9360,1991,1
